"","gene","module"
"10047","ACTC1",5
"10048","ADAM28",5
"10049","ADPRHL1",5
"10050","ANK1",5
"10051","APCDD1L",5
"10052","APOBEC2",5
"10053","ASIC4",5
"10054","BCL11A",5
"10055","BEST3",5
"10056","BVES",5
"10057","CACNA1A",5
"10058","CDH15",5
"10059","CELF2",5
"10060","CELF4",5
"10061","CHRNA1",5
"10062","CHRND",5
"10063","CLCN5",5
"10064","CORIN",5
"10065","DDAH1",5
"10066","DDIT4L",5
"10067","DIO1",5
"10068","DUSP13",5
"10069","ENO3",5
"10070","EYA4",5
"10071","FITM1",5
"10072","GRAMD1B",5
"10073","GUCY1A2",5
"10074","HRC",5
"10075","IL34",5
"10076","JSRP1",5
"10077","KLHL41",5
"10078","LIN7A",5
"10079","MAMSTR",5
"10080","MAP3K7CL",5
"10081","MB",5
"10082","MDGA2",5
"10083","MEF2C-AS1",5
"10084","MSTN",5
"10085","MUSK",5
"10086","MYF6",5
"10087","MYOM2",5
"10088","NANOS1",5
"10089","NDST4",5
"10090","NEB",5
"10091","NEGR1",5
"10092","PCDH15",5
"10093","PDLIM3",5
"10094","PITX3",5
"10095","PRRT4",5
"10096","PRUNE2",5
"10097","RAB9B",5
"10098","RAPSN",5
"10099","RXRG",5
"10100","SGCA",5
"10101","SGIP1",5
"10102","SMARCD3",5
"10103","SMTNL2",5
"10104","SRL",5
"10105","STAC3",5
"10106","STC1",5
"10107","SYN2",5
"10108","SYTL3",5
"10109","TMTC1",5
"10110","TNNC2",5
"10111","TNNT2",5
"10112","TRIM55",5
"10113","TRIM72",5
"10114","TTN",5
"10115","ZNF839",5
"10116","ABAT",5
"10117","ACAP2",5
"10118","ACO1",5
"10119","ACVR1B",5
"10120","ACVR2A",5
"10121","ADAM23",5
"10122","ADCY1",5
"10123","ADCY9",5
"10124","AFF1",5
"10125","AFF2",5
"10126","AGAP3",5
"10127","AGAP9",5
"10128","AHDC1",5
"10129","AIF1",5
"10130","AKT2",5
"10131","AKT3",5
"10132","ALDH1A2",5
"10133","ANGPT1",5
"10134","ANKRD17",5
"10135","ANKRD28",5
"10136","ANKRD44",5
"10137","ANOS1",5
"10138","ANXA6",5
"10139","APC",5
"10140","ARHGAP24",5
"10141","ARHGAP42",5
"10142","ARHGAP6",5
"10143","ARHGEF1",5
"10144","ARHGEF12",5
"10145","ARHGEF40",5
"10146","ARID1B",5
"10147","ARID2",5
"10148","ARID5B",5
"10149","ARIH1",5
"10150","ARMCX2",5
"10151","ASAP1",5
"10152","ASB3",5
"10153","ASTN1",5
"10154","ASXL2",5
"10155","ATOH8",5
"10156","ATP8A1",5
"10157","ATRNL1",5
"10158","AUTS2",5
"10159","B3GLCT",5
"10160","BACH1",5
"10161","BAG6",5
"10162","BAZ2A",5
"10163","BCL11A",5
"10164","BCL2L2",5
"10165","BCL2L2-PABPN1",5
"10166","BCL9L",5
"10167","BCOR",5
"10168","BIRC2",5
"10169","BIRC6",5
"10170","BIVM",5
"10171","BRI3",5
"10172","BVES",5
"10173","C14orf132",5
"10174","C15orf41",5
"10175","C18orf54",5
"10176","C5orf24",5
"10177","CACNB4",5
"10178","CADPS2",5
"10179","CALN1",5
"10180","CAPRIN2",5
"10181","CASC15",5
"10182","CASP2",5
"10183","CBX5",5
"10184","CCDC88A",5
"10185","CCNJL",5
"10186","CCNYL1",5
"10187","CD248",5
"10188","CDC42BPA",5
"10189","CDC42SE2",5
"10190","CDH11",5
"10191","CDK13",5
"10192","CDKN2AIP",5
"10193","CDON",5
"10194","CELF1",5
"10195","CEP85L",5
"10196","CHSY3",5
"10197","CLASP1",5
"10198","CLCN5",5
"10199","CLMP",5
"10200","CLOCK",5
"10201","CMIP",5
"10202","CMTR2",5
"10203","COL1A2",5
"10204","COL25A1",5
"10205","COL5A2",5
"10206","CPD",5
"10207","CPNE8",5
"10208","CPS1",5
"10209","CRABP1",5
"10210","CREBBP",5
"10211","CRTC1",5
"10212","CSNK1G1",5
"10213","CTIF",5
"10214","CTNNA2",5
"10215","CUL2",5
"10216","CUL3",5
"10217","CUL4A",5
"10218","CUX1",5
"10219","CXXC5",5
"10220","CYP39A1",5
"10221","CYP7B1",5
"10222","DAAM2",5
"10223","DAB2IP",5
"10224","DACT3",5
"10225","DBT",5
"10226","DCAF4",5
"10227","DCAF5",5
"10228","DCBLD1",5
"10229","DCP1A",5
"10230","DCX",5
"10231","DDAH1",5
"10232","DDR2",5
"10233","DENND2A",5
"10234","DHRS4L2",5
"10235","DIP2B",5
"10236","DISC1",5
"10237","DLEU2",5
"10238","DLGAP1",5
"10239","DMPK",5
"10240","DNER",5
"10241","DNM2",5
"10242","DNM3",5
"10243","DNMT3A",5
"10244","DOCK1",5
"10245","DPP10",5
"10246","DPP8",5
"10247","DSE",5
"10248","DTNB",5
"10249","DUSP9",5
"10250","EBF1",5
"10251","EFNA5",5
"10252","EFS",5
"10253","EMILIN1",5
"10254","EML4",5
"10255","ENDOD1",5
"10256","EPB41L3",5
"10257","EPC2",5
"10258","EPHB4",5
"10259","EPS15",5
"10260","ERBIN",5
"10261","ERC1",5
"10262","ESRRG",5
"10263","ETV3",5
"10264","EXT1",5
"10265","EYA1",5
"10266","EYA3",5
"10267","EYA4",5
"10268","FAF1",5
"10269","FAM155A",5
"10270","FAM171A1",5
"10271","FAM217B",5
"10272","FAM222B",5
"10273","FAM89A",5
"10274","FAR2",5
"10275","FAXDC2",5
"10276","FBN1",5
"10277","FBN2",5
"10278","FBN3",5
"10279","FBXL17",5
"10280","FBXL19",5
"10281","FBXL7",5
"10282","FBXO11",5
"10283","FBXO28",5
"10284","FGD1",5
"10285","FGF10",5
"10286","FHOD1",5
"10287","FIGN",5
"10288","FITM1",5
"10289","FLNA",5
"10290","FLNC",5
"10291","FNDC5",5
"10292","FNIP2",5
"10293","FOXC1",5
"10294","FOXP2",5
"10295","FOXP4",5
"10296","FRMD4A",5
"10297","FSCN1",5
"10298","FST",5
"10299","FZD7",5
"10300","GABRA3",5
"10301","GALNT13",5
"10302","GALNT14",5
"10303","GEN1",5
"10304","GFPT2",5
"10305","GGA1",5
"10306","GHR",5
"10307","GIGYF1",5
"10308","GLCE",5
"10309","GLI3",5
"10310","GNAQ",5
"10311","GPR137C",5
"10312","GPR161",5
"10313","GPRASP2",5
"10314","GPRC5C",5
"10315","GRIK5",5
"10316","GRK5",5
"10317","GSK3B",5
"10318","GTF2IRD1",5
"10319","GXYLT2",5
"10320","HEATR5A",5
"10321","HECA",5
"10322","HECW2",5
"10323","HERC1",5
"10324","HEYL",5
"10325","HHAT",5
"10326","HIVEP3",5
"10327","HMGA2",5
"10328","HOXA5",5
"10329","HOXC5",5
"10330","HP1BP3",5
"10331","HPS5",5
"10332","HUNK",5
"10333","HUWE1",5
"10334","IGF2BP3",5
"10335","IKZF4",5
"10336","IL1RAP",5
"10337","INPP4A",5
"10338","INTS1",5
"10339","IP6K1",5
"10340","IPO9",5
"10341","IQGAP2",5
"10342","IRF2BP1",5
"10343","IRF2BPL",5
"10344","IRF9",5
"10345","ITGA1",5
"10346","ITPR1",5
"10347","JAG1",5
"10348","JAKMIP2",5
"10349","JMJD1C",5
"10350","JUN",5
"10351","KANSL1",5
"10352","KCNB2",5
"10353","KCND2",5
"10354","KCNH2",5
"10355","KCNH5",5
"10356","KCNK5",5
"10357","KCNN3",5
"10358","KCTD3",5
"10359","KDM6B",5
"10360","KIAA2026",5
"10361","KIF13A",5
"10362","KIF16B",5
"10363","KLF12",5
"10364","KLHDC10",5
"10365","KLHL42",5
"10366","KMT2C",5
"10367","KMT2D",5
"10368","LANCL1",5
"10369","LDB1",5
"10370","LEF1",5
"10371","LHFPL2",5
"10372","LIN28B",5
"10373","LIN52",5
"10374","LIN54",5
"10375","LINC01500",5
"10376","LINC01505",5
"10377","LMNB1",5
"10378","LOXL1",5
"10379","LPAR1",5
"10380","LPP",5
"10381","LRCH4",5
"10382","LRFN5",5
"10383","LRIG3",5
"10384","LRP10",5
"10385","LRP12",5
"10386","LRP5L",5
"10387","LRRC29",5
"10388","LRRC4C",5
"10389","LRRC58",5
"10390","LSAMP",5
"10391","MAF",5
"10392","MAGI1",5
"10393","MAGI2-AS3",5
"10394","MAN1A1",5
"10395","MAN2A1",5
"10396","MAP2K7",5
"10397","MAP4K3",5
"10398","MAP4K5",5
"10399","MAPK14",5
"10400","MAPK8",5
"10401","MARK1",5
"10402","MBNL1",5
"10403","MBNL3",5
"10404","MBOAT2",5
"10405","MCTP1",5
"10406","MECOM",5
"10407","MED12L",5
"10408","MED13",5
"10409","MED25",5
"10410","MEGF10",5
"10411","MEIS1",5
"10412","MEIS1-AS3",5
"10413","MEIS2",5
"10414","MELK",5
"10415","MEX3B",5
"10416","MIB1",5
"10417","MICU1",5
"10418","MICU3",5
"10419","MID1",5
"10420","MINK1",5
"10421","MIR99AHG",5
"10422","MLLT10",5
"10423","MOB1B",5
"10424","MPDZ",5
"10425","MPPED2",5
"10426","MTUS2",5
"10427","MYCBP2",5
"10428","MYF6",5
"10429","NAB1",5
"10430","NAV1",5
"10431","NBEA",5
"10432","NBPF12",5
"10433","NCOA2",5
"10434","NCOA6",5
"10435","NCOR2",5
"10436","NDST1",5
"10437","NEDD4L",5
"10438","NET1",5
"10439","NEURL4",5
"10440","NFATC1",5
"10441","NFATC3",5
"10442","NFKB2",5
"10443","NID1",5
"10444","NKAIN2",5
"10445","NNT",5
"10446","NOX4",5
"10447","NPEPL1",5
"10448","NR2C2",5
"10449","NR2F1",5
"10450","NRIP1",5
"10451","NT5C2",5
"10452","NTS",5
"10453","NUDT11",5
"10454","NUP153",5
"10455","NXN",5
"10456","OSBPL5",5
"10457","OSBPL6",5
"10458","OSR1",5
"10459","OXR1",5
"10460","PABPC5",5
"10461","PACS1",5
"10462","PACSIN2",5
"10463","PAK4",5
"10464","PAN3",5
"10465","PBX1",5
"10466","PBX3",5
"10467","PCDH9",5
"10468","PCNX3",5
"10469","PDE4D",5
"10470","PDGFC",5
"10471","PDGFRB",5
"10472","PDK1",5
"10473","PDLIM7",5
"10474","PDS5B",5
"10475","PDSS2",5
"10476","PDZRN3",5
"10477","PEA15",5
"10478","PEG10",5
"10479","PEX11B",5
"10480","PHF8",5
"10481","PHKA2",5
"10482","PI4KB",5
"10483","PIKFYVE",5
"10484","PITX2",5
"10485","PKD1",5
"10486","PKDCC",5
"10487","PLCB4",5
"10488","PLCG1",5
"10489","PLEKHG2",5
"10490","PLEKHG5",5
"10491","PLEKHM3",5
"10492","PLPP7",5
"10493","PLS3-AS1",5
"10494","PLXDC2",5
"10495","PLXNA2",5
"10496","POGZ",5
"10497","PPP1R12B",5
"10498","PPP1R9B",5
"10499","PPP2R5A",5
"10500","PPP3CA",5
"10501","PRKACA",5
"10502","PRKD1",5
"10503","PRPF8",5
"10504","PRR12",5
"10505","PRTFDC1",5
"10506","PRTG",5
"10507","PTBP3",5
"10508","PTK2",5
"10509","PTPN9",5
"10510","PTPRG",5
"10511","PWWP2A",5
"10512","QSER1",5
"10513","R3HDM1",5
"10514","RAB11FIP3",5
"10515","RAB12",5
"10516","RAB27A",5
"10517","RABEP1",5
"10518","RANBP9",5
"10519","RAPGEF1",5
"10520","RARA",5
"10521","RASAL2",5
"10522","RBM15B",5
"10523","RBMS1",5
"10524","RELA",5
"10525","RHOBTB2",5
"10526","RILPL1",5
"10527","RIMS4",5
"10528","RNF185",5
"10529","RNF41",5
"10530","RNFT1",5
"10531","RNGTT",5
"10532","ROBO1",5
"10533","ROBO2",5
"10534","ROR1",5
"10535","RPTOR",5
"10536","RUNX1T1",5
"10537","RYR2",5
"10538","SAMD4B",5
"10539","SARM1",5
"10540","SATB1",5
"10541","SATB2",5
"10542","SBF1",5
"10543","SCAF1",5
"10544","SCAF8",5
"10545","SDK2",5
"10546","SEC24D",5
"10547","SEMA6C",5
"10548","SENP6",5
"10549","SESN3",5
"10550","SETBP1",5
"10551","SETD1B",5
"10552","SETDB1",5
"10553","SGCE",5
"10554","SGIP1",5
"10555","SH3BP2",5
"10556","SH3GL1",5
"10557","SH3PXD2A",5
"10558","SIK2",5
"10559","SIK3",5
"10560","SIM1",5
"10561","SIMC1",5
"10562","SIN3A",5
"10563","SLC16A7",5
"10564","SLC1A2",5
"10565","SLC20A2",5
"10566","SLC22A15",5
"10567","SLC25A12",5
"10568","SLC35E1",5
"10569","SLC40A1",5
"10570","SLC4A2",5
"10571","SLC7A3",5
"10572","SLF2",5
"10573","SLMAP",5
"10574","SMAD1",5
"10575","SMAD2",5
"10576","SMAD7",5
"10577","SMARCA2",5
"10578","SMARCD2",5
"10579","SMARCD3",5
"10580","SMCHD1",5
"10581","SMO",5
"10582","SOCS6",5
"10583","SOGA1",5
"10584","SOS1",5
"10585","SOS2",5
"10586","SOX12",5
"10587","SOX4",5
"10588","SOX5",5
"10589","SOX6",5
"10590","SP110",5
"10591","SP3",5
"10592","SPATS2L",5
"10593","SPECC1L",5
"10594","SPIN1",5
"10595","SPOCK3",5
"10596","SPSB4",5
"10597","SRGAP2",5
"10598","SS18L1",5
"10599","SSBP2",5
"10600","SSH2",5
"10601","ST3GAL4",5
"10602","ST8SIA2",5
"10603","ST8SIA6",5
"10604","STAG1",5
"10605","STAMBPL1",5
"10606","STAU2",5
"10607","STK3",5
"10608","STK38",5
"10609","STK39",5
"10610","STRN4",5
"10611","STT3B",5
"10612","STXBP5L",5
"10613","SUFU",5
"10614","SYNRG",5
"10615","SYT1",5
"10616","SYT7",5
"10617","TAB2",5
"10618","TAF4B",5
"10619","TAL1",5
"10620","TANC1",5
"10621","TAOK1",5
"10622","TBC1D4",5
"10623","TCAF1",5
"10624","TCEAL2",5
"10625","TCF12",5
"10626","TCF15",5
"10627","TCF4",5
"10628","TEAD3",5
"10629","TENM3",5
"10630","TIAM1",5
"10631","TMEM108",5
"10632","TMEM119",5
"10633","TMEM131",5
"10634","TMEM132A",5
"10635","TMEM245",5
"10636","TMEM260",5
"10637","TNIK",5
"10638","TNPO1",5
"10639","TPX2",5
"10640","TRAPPC13",5
"10641","TRIM62",5
"10642","TRIM9",5
"10643","TRPM7",5
"10644","TRRAP",5
"10645","TSC22D2",5
"10646","TSHZ1",5
"10647","TSHZ2",5
"10648","TSPAN9",5
"10649","TTC7B",5
"10650","UBA3",5
"10651","UBE4B",5
"10652","UBR4",5
"10653","UBR5",5
"10654","UBXN7",5
"10655","USP25",5
"10656","UST",5
"10657","VASH1",5
"10658","VCL",5
"10659","VPS37A",5
"10660","VPS54",5
"10661","WDFY3",5
"10662","WDR13",5
"10663","WDR20",5
"10664","WDR7",5
"10665","WDR81",5
"10666","WDR86",5
"10667","WFIKKN1",5
"10668","WIPF1",5
"10669","WNT16",5
"10670","WWC2",5
"10671","WWP2",5
"10672","XDH",5
"10673","XPO4",5
"10674","XPO6",5
"10675","XRN1",5
"10676","ZADH2",5
"10677","ZC3H7B",5
"10678","ZCCHC24",5
"10679","ZFAND3",5
"10680","ZFHX3",5
"10681","ZFHX4",5
"10682","ZFPM2",5
"10683","ZNF131",5
"10684","ZNF316",5
"10685","ZNF384",5
"10686","ZNF521",5
"10687","ZNF618",5
"10688","ZNF827",5
"10689","ZSCAN2",5
"10690","ZSCAN9",5
"10691","ZSWIM8",5
"10692","ZZEF1",5
"10693","ABCA1",5
"10694","ABR",5
"10695","ADAMTS10",5
"10696","AGAP4",5
"10697","AGAP9",5
"10698","AHDC1",5
"10699","ALDH1A2",5
"10700","AMACR",5
"10701","ANK3",5
"10702","AQR",5
"10703","ARID1B",5
"10704","ARID2",5
"10705","ATP1B1",5
"10706","BNC2",5
"10707","BTBD11",5
"10708","C1QTNF3",5
"10709","CADM1",5
"10710","CDK6",5
"10711","CLCN7",5
"10712","CMYA5",5
"10713","COL13A1",5
"10714","COL25A1",5
"10715","COL6A3",5
"10716","CREBBP",5
"10717","CXCR4",5
"10718","DACT3",5
"10719","DDR2",5
"10720","DDX17",5
"10721","DGAT1",5
"10722","DISC1",5
"10723","DLEU2",5
"10724","DNMT3A",5
"10725","DUSP7",5
"10726","EBF3",5
"10727","EDIL3",5
"10728","EMILIN1",5
"10729","EYA4",5
"10730","FBN1",5
"10731","FLNA",5
"10732","FOXN3",5
"10733","FXYD1",5
"10734","GADD45B",5
"10735","GAS1",5
"10736","IGSF3",5
"10737","INPPL1",5
"10738","LDB1",5
"10739","LEF1-AS1",5
"10740","LMF1",5
"10741","LMNA",5
"10742","LOXL1",5
"10743","MAGI1",5
"10744","MEIS2",5
"10745","MEOX1",5
"10746","MME",5
"10747","MORC4",5
"10748","MXD1",5
"10749","MXRA8",5
"10750","MYC",5
"10751","NFAT5",5
"10752","NFATC4",5
"10753","NR1D2",5
"10754","NTN1",5
"10755","NUP160",5
"10756","PANK1",5
"10757","PAX9",5
"10758","PDGFRA",5
"10759","PELI2",5
"10760","PLXNA2",5
"10761","POLR2A",5
"10762","PRKCE",5
"10763","PRRC2A",5
"10764","PRTG",5
"10765","RBFOX2",5
"10766","RCOR3",5
"10767","RFTN2",5
"10768","SATB2",5
"10769","SCML2",5
"10770","SEMA3F",5
"10771","SIN3A",5
"10772","SLC38A2",5
"10773","SLC6A9",5
"10774","SLC8A3",5
"10775","SMARCD3",5
"10776","SOX12",5
"10777","SRGAP2",5
"10778","SULF1",5
"10779","SULF2",5
"10780","SVEP1",5
"10781","TAB2",5
"10782","TBC1D4",5
"10783","TBX18",5
"10784","TCF12",5
"10785","TRIB1",5
"10786","TRIB2",5
"10787","TRIL",5
"10788","UNCX",5
"10789","USP24",5
"10790","UST",5
"10791","WDR6",5
"10792","ZADH2",5
"10793","ZNF503",5
"10794","ZNF821",5
"10795","ACOX1",5
"10796","ANKRD31",5
"10797","ANKRD37",5
"10798","BAIAP2",5
"10799","CACFD1",5
"10800","CASKIN2",5
"10801","CHST14",5
"10802","CPOX",5
"10803","CREBRF",5
"10804","DECR2",5
"10805","DNALI1",5
"10806","FAM76A",5
"10807","GOPC",5
"10808","GRIK5",5
"10809","GTF3C5",5
"10810","HABP4",5
"10811","HSPA13",5
"10812","IKZF2",5
"10813","KIAA0895L",5
"10814","LINC00863",5
"10815","LRP10",5
"10816","MBOAT7",5
"10817","MKNK2",5
"10818","NTN5",5
"10819","PIGV",5
"10820","RAB39A",5
"10821","SLC35A4",5
"10822","SNAPC2",5
"10823","SSBP2",5
"10824","ST3GAL2",5
"10825","STX5",5
"10826","TCF7",5
"10827","TEX264",5
"10828","TMCC3",5
"10829","TMUB2",5
"10830","TPMT",5
"10831","TRIB1",5
"10832","UPF1",5
"10833","ZBTB26",5
"10834","ZMIZ2",5
"10835","ZNF641",5
"10836","AFF2",5
"10837","ARHGAP6",5
"10838","CCBE1",5
"10839","CDH15",5
"10840","H19",5
"10841","IPO9-AS1",5
"10842","LINC00907",5
"10843","LINC01341",5
"10844","LRRC20",5
"10845","MCF2L",5
"10846","MIR181A1HG",5
"10847","NR1D1",5
"10848","NTN5",5
"10849","PVT1",5
"10850","QSOX2",5
"10851","RAB40C",5
"10852","SCML4",5
"10853","SIM1",5
"10854","SLCO1A2",5
"10855","SPEG",5
"10856","SULF1",5
"10857","TSPOAP1",5
"10858","TTYH3",5
"10859","BCL11A",5
"10860","DACH1",5
"10861","EBF1",5
"10862","EBF2",5
"10863","ETS1",5
"10864","FRMD4A",5
"10865","JUN",5
"10866","LRFN5",5
"10867","LRRC7",5
"10868","MAFB",5
"10869","MARCKS",5
"10870","MEGF10",5
"10871","MIR100HG",5
"10872","MIR99AHG",5
"10873","NDST3",5
"10874","NFIB",5
"10875","NR2F1",5
"10876","NR2F2-AS1",5
"10877","NRP1",5
"10878","RUNX1T1",5
"10879","SHISA3",5
"10880","ABHD14B",5
"10881","ABL1",5
"10882","ABLIM1",5
"10883","ABLIM2",5
"10884","ACADSB",5
"10885","ADAM12",5
"10886","ADAM28",5
"10887","ADAMTS1",5
"10888","ADAMTS10",5
"10889","ADAMTSL1",5
"10890","AFF3",5
"10891","AGAP4",5
"10892","AGMO",5
"10893","AHDC1",5
"10894","AKAP7",5
"10895","AKNA",5
"10896","ALDH1A2",5
"10897","AMOT",5
"10898","ANGPT2",5
"10899","ANGPTL1",5
"10900","ANK2",5
"10901","ANK3",5
"10902","ANKS1A",5
"10903","ANKS1B",5
"10904","ANKUB1",5
"10905","ANXA4",5
"10906","AP2B1",5
"10907","APOA1",5
"10908","ARHGAP20",5
"10909","ARHGAP6",5
"10910","ARID1B",5
"10911","ARID4B",5
"10912","ARID5B",5
"10913","ARIH1",5
"10914","ARL5B",5
"10915","ARMCX3",5
"10916","ARMCX6",5
"10917","ARRDC3",5
"10918","ARX",5
"10919","ASF1A",5
"10920","ASTN1",5
"10921","ATG2B",5
"10922","ATP10D",5
"10923","ATP1A2",5
"10924","ATP2C1",5
"10925","ATRX",5
"10926","ATXN1",5
"10927","ATXN3",5
"10928","AUTS2",5
"10929","AXL",5
"10930","BACH1",5
"10931","BARX2",5
"10932","BAZ2B",5
"10933","BBS1",5
"10934","BBX",5
"10935","BCAS3",5
"10936","BCL11A",5
"10937","BCL9",5
"10938","BDH2",5
"10939","BGN",5
"10940","BMF",5
"10941","BMI1",5
"10942","BMP3",5
"10943","BMP4",5
"10944","BMP7",5
"10945","BMPR1B",5
"10946","BNIP3L",5
"10947","BOC",5
"10948","BOD1L1",5
"10949","BRINP1",5
"10950","BRWD1",5
"10951","BTBD11",5
"10952","BTBD3",5
"10953","BTG1",5
"10954","BZW2",5
"10955","C11orf68",5
"10956","C1orf158",5
"10957","C1orf54",5
"10958","C1R",5
"10959","C2orf88",5
"10960","CAB39L",5
"10961","CACFD1",5
"10962","CACNA2D1",5
"10963","CADM1",5
"10964","CADPS",5
"10965","CALCOCO1",5
"10966","CAMK1G",5
"10967","CAMKK2",5
"10968","CAPN1",5
"10969","CAPN6",5
"10970","CARM1",5
"10971","CASC15",5
"10972","CAST",5
"10973","CBLB",5
"10974","CCDC28B",5
"10975","CCDC30",5
"10976","CCDC69",5
"10977","CCDC71L",5
"10978","CCND2",5
"10979","CCNG2",5
"10980","CD226",5
"10981","CDC42EP3",5
"10982","CDH2",5
"10983","CDKN1C",5
"10984","CELF4",5
"10985","CEP170",5
"10986","CEP41",5
"10987","CFAP44",5
"10988","CFAP61",5
"10989","CHD6",5
"10990","CHMP1B",5
"10991","CHN1",5
"10992","CIRBP",5
"10993","CKAP5",5
"10994","CLIP2",5
"10995","CLK1",5
"10996","CLMN",5
"10997","CNOT2",5
"10998","CNOT8",5
"10999","CNR1",5
"11000","CNTNAP2",5
"11001","COL25A1",5
"11002","COL26A1",5
"11003","COL3A1",5
"11004","CORIN",5
"11005","COX7C",5
"11006","CPNE1",5
"11007","CRAMP1",5
"11008","CSPP1",5
"11009","CSRNP2",5
"11010","CSRNP3",5
"11011","CSRP1",5
"11012","CTIF",5
"11013","CTNNA2",5
"11014","CTPS2",5
"11015","CTTNBP2NL",5
"11016","CUX2",5
"11017","CXCL12",5
"11018","CXXC4",5
"11019","CYB5D2",5
"11020","CYP11A1",5
"11021","CYTH1",5
"11022","DAB2",5
"11023","DACH2",5
"11024","DACT3-AS1",5
"11025","DALRD3",5
"11026","DAPL1",5
"11027","DCX",5
"11028","DDAH1",5
"11029","DDAH2",5
"11030","DDX6",5
"11031","DGAT1",5
"11032","DICER1",5
"11033","DISP3",5
"11034","DKK2",5
"11035","DLEU2",5
"11036","DLG2",5
"11037","DLGAP1",5
"11038","DMD",5
"11039","DNAH5",5
"11040","DNAJB6",5
"11041","DNMT3A",5
"11042","DOK6",5
"11043","DOT1L",5
"11044","DPP10",5
"11045","DPYSL2",5
"11046","DSC2",5
"11047","DTNA",5
"11048","DTX1",5
"11049","DTX3",5
"11050","EBF1",5
"11051","EBF3",5
"11052","EDC4",5
"11053","EDEM3",5
"11054","EDIL3",5
"11055","EFNB2",5
"11056","EFNB3",5
"11057","ELMO1",5
"11058","EPC1",5
"11059","EPHA3",5
"11060","EPHB6",5
"11061","ERRFI1",5
"11062","ESRRG",5
"11063","ETV6",5
"11064","EYA1",5
"11065","EYA4",5
"11066","FAM117B",5
"11067","FAM214A",5
"11068","FAM222B",5
"11069","FAM78A",5
"11070","FAP",5
"11071","FAXDC2",5
"11072","FBRSL1",5
"11073","FBXL19",5
"11074","FBXO11",5
"11075","FBXO34",5
"11076","FBXW5",5
"11077","FGF18",5
"11078","FGFR1",5
"11079","FGFR2",5
"11080","FIRRE",5
"11081","FKBP7",5
"11082","FLNA",5
"11083","FLNC",5
"11084","FLRT2",5
"11085","FLRT3",5
"11086","FMNL2",5
"11087","FN1",5
"11088","FOS",5
"11089","FOXL1",5
"11090","FOXO4",5
"11091","FOXP1",5
"11092","FOXP2",5
"11093","FRMD5",5
"11094","FSCN1",5
"11095","FXR1",5
"11096","FXR2",5
"11097","FXYD1",5
"11098","FYTTD1",5
"11099","G2E3",5
"11100","GADD45B",5
"11101","GALM",5
"11102","GAS1",5
"11103","GAS2",5
"11104","GDF11",5
"11105","GEMIN4",5
"11106","GGA1",5
"11107","GLI3",5
"11108","GLMP",5
"11109","GNG11",5
"11110","GOLGA8B",5
"11111","GOLGB1",5
"11112","GORASP1",5
"11113","GPC6",5
"11114","GPM6A",5
"11115","GRIP1",5
"11116","GRK5",5
"11117","GSE1",5
"11118","GSK3B",5
"11119","H1FX-AS1",5
"11120","H3F3A",5
"11121","H3F3B",5
"11122","HBP1",5
"11123","HDAC9",5
"11124","HDX",5
"11125","HEPH",5
"11126","HERPUD1",5
"11127","HEY2",5
"11128","HMBOX1",5
"11129","HMCN1",5
"11130","HOMER3",5
"11131","HOXA-AS2",5
"11132","HOXB6",5
"11133","HS6ST2",5
"11134","HSD11B2",5
"11135","IDH3B",5
"11136","IER5L",5
"11137","IGDCC3",5
"11138","IGF1",5
"11139","IGF1R",5
"11140","IGF2BP3",5
"11141","IGFBP2",5
"11142","INPPL1",5
"11143","INSR",5
"11144","INTS12",5
"11145","IRF2BPL",5
"11146","IRS2",5
"11147","ITGA6",5
"11148","JAK1",5
"11149","KANSL1L",5
"11150","KAT6B",5
"11151","KCND2",5
"11152","KCNMB3",5
"11153","KCTD1",5
"11154","KCTD15",5
"11155","KDM4A",5
"11156","KDM5B",5
"11157","KIAA1211",5
"11158","KIF26B",5
"11159","KIF27",5
"11160","KIRREL3",5
"11161","KIZ",5
"11162","KLF3",5
"11163","KLF8",5
"11164","KLHL24",5
"11165","LAMA4",5
"11166","LANCL1",5
"11167","LANCL2",5
"11168","LAPTM4A",5
"11169","LGALSL",5
"11170","LINC00261",5
"11171","LINC00486",5
"11172","LINC01089",5
"11173","LINC01370",5
"11174","LINC01497",5
"11175","LINC01578",5
"11176","LMBR1L",5
"11177","LMNA",5
"11178","LNX1",5
"11179","LRP6",5
"11180","LRRC36",5
"11181","LRRC6",5
"11182","LRRC8D",5
"11183","LUC7L3",5
"11184","LUZP2",5
"11185","MAFB",5
"11186","MAML2",5
"11187","MAML3",5
"11188","MAP1A",5
"11189","MAP1LC3B2",5
"11190","MAP2K5",5
"11191","MAP4K4",5
"11192","MAPKAPK3",5
"11193","MAPRE3",5
"11194","MARCKS",5
"11195","MAST4",5
"11196","MAT2B",5
"11197","MAX",5
"11198","MB21D2",5
"11199","MBNL1-AS1",5
"11200","MCTP1",5
"11201","MDGA2",5
"11202","MDK",5
"11203","MED13",5
"11204","MEGF9",5
"11205","MEIS1",5
"11206","MEIS2",5
"11207","MEOX1",5
"11208","MEPCE",5
"11209","MESP2",5
"11210","MET",5
"11211","MEX3A",5
"11212","MEX3B",5
"11213","MEX3C",5
