"","gene","module"
"20174","HAUS7",8
"20175","HDAC5",8
"20176","MMRN2",8
"20177","NCKAP5L",8
"20178","NCOA7",8
"20179","PAN2",8
"20180","PLEKHG3",8
"20181","SLC19A2",8
"20182","SLC6A9",8
"20183","THAP5",8
"20184","TMEM246",8
"20185","TMUB2",8
"20186","TNIP1",8
"20187","TNS2",8
"20188","TRIM41",8
"20189","VASP",8
"20190","ZNF385A",8
"20191","ZSCAN5A",8
"20192","AGBL3",8
"20193","APPL1",8
"20194","ARL13B",8
"20195","BCAR3",8
"20196","CASP8AP2",8
"20197","CREM",8
"20198","HERC3",8
"20199","HK1",8
"20200","IVNS1ABP",8
"20201","KIF13B",8
"20202","MCMBP",8
"20203","METTL21A",8
"20204","NCOA7",8
"20205","PC",8
"20206","PIM1",8
"20207","RASA3",8
"20208","RB1",8
"20209","RCBTB2",8
"20210","RGS17",8
"20211","SIRT6",8
"20212","SLC9A5",8
"20213","SOCS5",8
"20214","SPG21",8
"20215","ST7",8
"20216","ZDHHC14",8
"20217","ZDHHC7",8
"20218","ZNF184",8
"20219","ZNF200",8
"20220","ZNF367",8
"20221","ZNF772",8
"20222","ADCYAP1",8
"20223","AMN1",8
"20224","ANXA11",8
"20225","ARHGDIB",8
"20226","CREM",8
"20227","ETV2",8
"20228","FOSL2",8
"20229","ING1",8
"20230","PTPRD-AS1",8
"20231","TAL1",8
"20232","ABCD3",8
"20233","ABHD13",8
"20234","ADCY7",8
"20235","AGAP3",8
"20236","ANKRD44",8
"20237","AP1AR",8
"20238","B3GNT2",8
"20239","BCR",8
"20240","BMI1",8
"20241","C12orf4",8
"20242","C5",8
"20243","C8orf82",8
"20244","CALML4",8
"20245","CCAR2",8
"20246","CCDC61",8
"20247","CDC25B",8
"20248","CISD2",8
"20249","COA5",8
"20250","CRK",8
"20251","CRTC2",8
"20252","DET1",8
"20253","DUSP22",8
"20254","EIF3C",8
"20255","ENTPD7",8
"20256","EXOC3",8
"20257","FAM168B",8
"20258","FGF10",8
"20259","FGFR2",8
"20260","FNDC5",8
"20261","FNTA",8
"20262","FOXP4",8
"20263","FOXP4-AS1",8
"20264","G6PD",8
"20265","GABPA",8
"20266","GALE",8
"20267","GNA13",8
"20268","GPC4",8
"20269","GPN1",8
"20270","GTF2H1",8
"20271","GTF3C5",8
"20272","HGS",8
"20273","HNRNPLL",8
"20274","KAT2B",8
"20275","KDM6B",8
"20276","KIF21B",8
"20277","LIMCH1",8
"20278","LNP1",8
"20279","LRSAM1",8
"20280","LYPD6",8
"20281","LYSMD3",8
"20282","MED25",8
"20283","METTL18",8
"20284","MGAT1",8
"20285","MNT",8
"20286","MPI",8
"20287","MTMR4",8
"20288","MYEF2",8
"20289","NFKBIZ",8
"20290","NPRL2",8
"20291","ORAI2",8
"20292","PAK3",8
"20293","PARM1",8
"20294","PDE9A",8
"20295","PIEZO2",8
"20296","PIK3C2B",8
"20297","PMM1",8
"20298","PPTC7",8
"20299","PRKAB2",8
"20300","PRKCQ",8
"20301","PRMT6",8
"20302","RARB",8
"20303","RNF138",8
"20304","RNF41",8
"20305","ROR1",8
"20306","SATB1",8
"20307","SGPL1",8
"20308","SH3BP2",8
"20309","SIRT7",8
"20310","SLC6A6",8
"20311","SMIM15",8
"20312","SND1-IT1",8
"20313","SNIP1",8
"20314","SPRY2",8
"20315","SUPT7L",8
"20316","SYTL2",8
"20317","SYVN1",8
"20318","TAF4",8
"20319","TFIP11",8
"20320","TGFB2",8
"20321","TPD52",8
"20322","TTC12",8
"20323","TTC33",8
"20324","UBL7-AS1",8
"20325","USP27X",8
"20326","USP38",8
"20327","USP53",8
"20328","VAT1",8
"20329","WDR25",8
"20330","WDR83",8
"20331","XRCC4",8
"20332","ZBTB26",8
"20333","ZC3H7B",8
"20334","ZIK1",8
"20335","ZNF391",8
"20336","ZNF549",8
"20337","ZNF677",8
"20338","ZNF7",8
"20339","ZNF821",8
"20340","ZSCAN29",8
"20341","AFAP1L1",8
"20342","AMOT",8
"20343","ARAP3",8
"20344","ARHGAP31",8
"20345","ARHGDIB",8
"20346","ARHGEF12",8
"20347","ARHGEF3",8
"20348","ARHGEF7",8
"20349","ASPHD2",8
"20350","B4GALT1",8
"20351","BCAR3",8
"20352","BCL6B",8
"20353","BCOR",8
"20354","CCDC50",8
"20355","CD93",8
"20356","CREB5",8
"20357","CTXN3",8
"20358","CYP46A1",8
"20359","DAZAP2",8
"20360","DCLK1",8
"20361","DNAJC18",8
"20362","DOCK6",8
"20363","DPEP2",8
"20364","DSCAM",8
"20365","DTNA",8
"20366","ECE1",8
"20367","EFCC1",8
"20368","EGFL7",8
"20369","ELF1",8
"20370","ENG",8
"20371","EPAS1",8
"20372","ERG",8
"20373","ESAM",8
"20374","EXTL3",8
"20375","FAM107B",8
"20376","FAM184A",8
"20377","FGD5",8
"20378","FLI1",8
"20379","FRMD4A",8
"20380","FXYD6",8
"20381","GAB2",8
"20382","GMFG",8
"20383","GNGT1",8
"20384","HDAC7",8
"20385","HES5",8
"20386","HHEX",8
"20387","HLX",8
"20388","HOXD8",8
"20389","HPCAL1",8
"20390","IGFBP4",8
"20391","IL16",8
"20392","IRF2",8
"20393","JUNB",8
"20394","KCNJ2",8
"20395","KDR",8
"20396","KIAA1217",8
"20397","LIFR",8
"20398","LIMCH1",8
"20399","LIMS1",8
"20400","LINC00598",8
"20401","LINGO1",8
"20402","LMCD1-AS1",8
"20403","LMNA",8
"20404","LRCH1",8
"20405","LRP11",8
"20406","LYST",8
"20407","MDS2",8
"20408","MEF2C",8
"20409","MICAL2",8
"20410","MICALL1",8
"20411","NOTCH4",8
"20412","NPAS3",8
"20413","NUMB",8
"20414","OXR1",8
"20415","PCDH17",8
"20416","PCGF5",8
"20417","PDE4B",8
"20418","PDE4D",8
"20419","PDGFB",8
"20420","PHACTR2",8
"20421","PIAS3",8
"20422","PITPNC1",8
"20423","PLAGL1",8
"20424","PLEKHA1",8
"20425","PLEKHA3",8
"20426","PPP1R16B",8
"20427","PREX1",8
"20428","PROSER2",8
"20429","PRSS23",8
"20430","PTPRE",8
"20431","RAB11FIP5",8
"20432","RAPGEF4",8
"20433","RARB",8
"20434","RASGRP3",8
"20435","RASSF2",8
"20436","RBMS3",8
"20437","RGL1",8
"20438","RGS16",8
"20439","RGS3",8
"20440","RIN3",8
"20441","SAMD4B",8
"20442","SH3BP2",8
"20443","SHE",8
"20444","SMAD3",8
"20445","SPTAN1",8
"20446","SQSTM1",8
"20447","STARD13",8
"20448","TGFBR2",8
"20449","TJP1",8
"20450","TJP2",8
"20451","TLN1",8
"20452","TMCC3",8
"20453","TMEM255B",8
"20454","TNXB",8
"20455","TRAK2",8
"20456","TSHZ3",8
"20457","TYRO3",8
"20458","USHBP1",8
"20459","VEPH1",8
"20460","ZMYND8",8
"20461","ADGRF5",8
"20462","ARHGEF12",8
"20463","ATG16L1",8
"20464","ATP6V0A1",8
"20465","BTBD10",8
"20466","CCDC102A",8
"20467","CCDC120",8
"20468","CCDC3",8
"20469","CD40",8
"20470","CDC42EP3",8
"20471","CELF4",8
"20472","CPEB4",8
"20473","CRADD",8
"20474","CYTH1",8
"20475","DIRC3",8
"20476","DLL4",8
"20477","DYSF",8
"20478","EBI3",8
"20479","EFHD2",8
"20480","EMCN",8
"20481","ERG",8
"20482","EVA1A",8
"20483","FLI1",8
"20484","GSN",8
"20485","HEXB",8
"20486","HOXA4",8
"20487","IL16",8
"20488","ITSN2",8
"20489","KCNK6",8
"20490","KCTD7",8
"20491","KDR",8
"20492","KIFC3",8
"20493","LAPTM5",8
"20494","LHFPL1",8
"20495","LYPD1",8
"20496","LYRM9",8
"20497","MED7",8
"20498","MEF2C",8
"20499","NABP1",8
"20500","NCK1",8
"20501","NCK2",8
"20502","NFKB2",8
"20503","OSBPL7",8
"20504","PDE4B",8
"20505","PEAR1",8
"20506","PELI1",8
"20507","PIGT",8
"20508","PIM3",8
"20509","PLVAP",8
"20510","PRKACA",8
"20511","PRKAR1A",8
"20512","PRKG1",8
"20513","PRR14",8
"20514","PTPRE",8
"20515","RAMP2",8
"20516","RAP1A",8
"20517","RASA3",8
"20518","RHOJ",8
"20519","RNF122",8
"20520","SCARF1",8
"20521","SCO1",8
"20522","SDCBP",8
"20523","SGK1",8
"20524","SH3BP2",8
"20525","SH3PXD2A",8
"20526","SLC41A1",8
"20527","SLC48A1",8
"20528","STAB1",8
"20529","TIE1",8
"20530","TRAM2",8
"20531","TSG101",8
"20532","UNC45A",8
"20533","WDR26",8
"20534","ZFP2",8
"20535","ZNF800",8
"20536","ADPRHL1",8
"20537","AGFG2",8
"20538","AKAP10",8
"20539","AMMECR1",8
"20540","ANKH",8
"20541","ANXA11",8
"20542","AR",8
"20543","BCL2L11",8
"20544","BMPR1B",8
"20545","CBX8",8
"20546","CDKL5",8
"20547","CES3",8
"20548","CGN",8
"20549","CPNE4",8
"20550","DARS-AS1",8
"20551","DCAF11",8
"20552","DMTF1",8
"20553","ECE1",8
"20554","ELK3",8
"20555","FAM43A",8
"20556","FGF2",8
"20557","FOXO3",8
"20558","FOXO3B",8
"20559","HMCN1",8
"20560","IFT140",8
"20561","IMPDH1",8
"20562","KAT2B",8
"20563","KDM2B",8
"20564","LINC01089",8
"20565","LINGO1",8
"20566","LINGO2",8
"20567","LMBR1L",8
"20568","LRRC8D",8
"20569","NBAT1",8
"20570","NFATC2",8
"20571","OTUD4",8
"20572","PLSCR4",8
"20573","PRR5",8
"20574","RDH13",8
"20575","RHOD",8
"20576","RNF44",8
"20577","SCML4",8
"20578","SDC4",8
"20579","SEMA3F",8
"20580","SLC12A6",8
"20581","SLC35G2",8
"20582","SMAD9",8
"20583","SOX13",8
"20584","SOX8",8
"20585","SP1",8
"20586","SYT7",8
"20587","TAF4B",8
"20588","TBC1D30",8
"20589","TBX2-AS1",8
"20590","TMEM218",8
"20591","TNIP1",8
"20592","TRPC4",8
"20593","TTBK2",8
"20594","UNK",8
"20595","WDR24",8
"20596","WDTC1",8
"20597","WEE1",8
"20598","XKR6",8
"20599","ZBTB7A",8
"20600","ZNF362",8
"20601","ZNF48",8
"20602","ZNF774",8
"20603","ZRANB1",8
"20604","A2M",8
"20605","AMOT",8
"20606","ANGPT1",8
"20607","ARHGAP20",8
"20608","BAMBI",8
"20609","CD93",8
"20610","CLEC14A",8
"20611","CNR1",8
"20612","CNTN5",8
"20613","DAZAP2",8
"20614","DCLK2",8
"20615","DLL4",8
"20616","DOCK9",8
"20617","EBF1",8
"20618","ENOX2",8
"20619","ESM1",8
"20620","FAM107B",8
"20621","FLRT3",8
"20622","FOXA2",8
"20623","GPRIN3",8
"20624","GRID2",8
"20625","ICA1",8
"20626","IQCJ-SCHIP1",8
"20627","KCNJ2",8
"20628","MAST4",8
"20629","MB21D2",8
"20630","MET",8
"20631","MTIF3",8
"20632","NDNF",8
"20633","NEFL",8
"20634","NKAIN2",8
"20635","NR3C1",8
"20636","NRP1",8
"20637","PDGFB",8
"20638","PECAM1",8
"20639","PPP1R9A",8
"20640","PRDM1",8
"20641","RGS22",8
"20642","RGS5",8
"20643","SEMA5B",8
"20644","SOX17",8
"20645","SPOCK3",8
"20646","SPTSSB",8
"20647","DDHD2",8
"20648","FAM107B",8
"20649","MEF2B",8
"20650","POC1B",8
"20651","PURB",8
"20652","SPTY2D1",8
"20653","STK38",8
"20654","WBP1L",8
"20655","ZBTB25",8
"20656","ZNF839",8
"20657","ABHD8",8
"20658","ABLIM1",8
"20659","ADAM9",8
"20660","ALG3",8
"20661","AMZ2",8
"20662","ANKRD54",8
"20663","ARF6",8
"20664","ARHGEF18",8
"20665","ARHGEF3",8
"20666","ARRDC1",8
"20667","ASB7",8
"20668","ATP6AP1",8
"20669","ATP6V1B2",8
"20670","ATP8B1",8
"20671","BCL2L1",8
"20672","BIN3",8
"20673","CCNDBP1",8
"20674","CCSER1",8
"20675","CD109",8
"20676","CDKL5",8
"20677","COG1",8
"20678","COLGALT1",8
"20679","COPS7A",8
"20680","CTDSP2",8
"20681","DCAF15",8
"20682","DCHS1",8
"20683","DDX59",8
"20684","DEDD2",8
"20685","DHDDS",8
"20686","DNAJC5",8
"20687","DYSF",8
"20688","ENTPD7",8
"20689","ETS1",8
"20690","ETV2",8
"20691","FAM160B1",8
"20692","FAM71E1",8
"20693","FILIP1",8
"20694","FNBP1",8
"20695","GCLC",8
"20696","GPN2",8
"20697","GPR137C",8
"20698","HK1",8
"20699","IL18R1",8
"20700","INPP5A",8
"20701","IQSEC1",8
"20702","IRF1",8
"20703","ITGA10",8
"20704","KDM4D",8
"20705","KIF1BP",8
"20706","KLF7",8
"20707","LANCL1",8
"20708","LASP1",8
"20709","LINC01376",8
"20710","LINC01505",8
"20711","LIX1L",8
"20712","LRP5L",8
"20713","LRRC37A2",8
"20714","LTBR",8
"20715","MAN1B1",8
"20716","MAP3K10",8
"20717","MAP3K11",8
"20718","MAPKBP1",8
"20719","MCRIP2",8
"20720","MMP9",8
"20721","MOB3A",8
"20722","MSH5",8
"20723","MSTO1",8
"20724","MTMR12",8
"20725","MYH9",8
"20726","NAPB",8
"20727","NIT1",8
"20728","NOS3",8
"20729","NUDT16L1",8
"20730","PAIP2B",8
"20731","PALD1",8
"20732","PCNX3",8
"20733","PEAR1",8
"20734","PEPD",8
"20735","PEX16",8
"20736","PIM3",8
"20737","PISD",8
"20738","PPT2",8
"20739","PRKD2",8
"20740","PSKH1",8
"20741","PSTPIP2",8
"20742","QSOX2",8
"20743","RAB13",8
"20744","RAB33B",8
"20745","RAB3C",8
"20746","RAB5A",8
"20747","RAB8B",8
"20748","RALGDS",8
"20749","RAP2B",8
"20750","RAPGEF5",8
"20751","RARA",8
"20752","RASGRP2",8
"20753","RGS3",8
"20754","RHOH",8
"20755","RPS6KA2",8
"20756","SAMD14",8
"20757","SH2D3C",8
"20758","SIN3B",8
"20759","SLC1A4",8
"20760","SLC22A4",8
"20761","SLC2A6",8
"20762","SMTN",8
"20763","SORBS1",8
"20764","SPESP1",8
"20765","ST3GAL5",8
"20766","ST6GAL1",8
"20767","ST8SIA4",8
"20768","STAT5A",8
"20769","STPG2",8
"20770","TAOK2",8
"20771","TAOK3",8
"20772","TMEM51",8
"20773","TMEM8B",8
"20774","TRIM8",8
"20775","TUBE1",8
"20776","USP31",8
"20777","VAV3",8
"20778","VCL",8
"20779","WDFY2",8
"20780","WIPI1",8
"20781","YIPF6",8
"20782","ZBTB21",8
"20783","ZNF277",8
"20784","ZNF490",8
"20785","ZNF624",8
"20786","A2M",8
"20787","ACVRL1",8
"20788","ADCYAP1",8
"20789","ADGRF5",8
"20790","ADORA2A",8
"20791","AGFG2",8
"20792","AKNA",8
"20793","ARHGAP31",8
"20794","ARHGEF15",8
"20795","ARHGEF17",8
"20796","ARHGEF3",8
"20797","ATP8A1",8
"20798","ATP8B1",8
"20799","B3GNT2",8
"20800","BCAR3",8
"20801","BGN",8
"20802","BICD1",8
"20803","BIN1",8
"20804","BTNL9",8
"20805","C2CD2",8
"20806","CALCRL",8
"20807","CARD10",8
"20808","CARTPT",8
"20809","CAV2",8
"20810","CCRL2",8
"20811","CD34",8
"20812","CD40",8
"20813","CD93",8
"20814","CDC42EP3",8
"20815","CDH5",8
"20816","CFP",8
"20817","CGNL1",8
"20818","CLEC1A",8
"20819","CPNE2",8
"20820","CRACR2B",8
"20821","CREB5",8
"20822","CROT",8
"20823","CYP26B1",8
"20824","DLL4",8
"20825","DMTN",8
"20826","DYSF",8
"20827","ECSCR",8
"20828","EDIL3",8
"20829","EFNA1",8
"20830","ELK3",8
"20831","ELN",8
"20832","EMCN",8
"20833","ERG",8
"20834","EXOC3L1",8
"20835","F11R",8
"20836","F2RL2",8
"20837","FAM107B",8
"20838","FAM78A",8
"20839","FAT4",8
"20840","FGD5",8
"20841","FILIP1",8
"20842","FLI1",8
"20843","FOSL2",8
"20844","GAB3",8
"20845","GDPD5",8
"20846","GGT5",8
"20847","GIMAP1",8
"20848","GIMAP4",8
"20849","GIMAP5",8
"20850","GLS",8
"20851","GNG11",8
"20852","GPR85",8
"20853","GRIN2A",8
"20854","HDAC7",8
"20855","HEY1",8
"20856","HHEX",8
"20857","HMBOX1",8
"20858","HS6ST3",8
"20859","ICAM2",8
"20860","IGFBP4",8
"20861","IL16",8
"20862","IL4I1",8
"20863","IQSEC3",8
"20864","IRF1",8
"20865","ISG20",8
"20866","ITGA10",8
"20867","ITGAV",8
"20868","ITPR2",8
"20869","JAG2",8
"20870","JPH1",8
"20871","JUP",8
"20872","KCNC4",8
"20873","KCNK6",8
"20874","KDR",8
"20875","KL",8
"20876","KLHL4",8
"20877","LAPTM5",8
"20878","LIFR",8
"20879","LINC00298",8
"20880","LINC00299",8
"20881","LINC00891",8
"20882","LMO2",8
"20883","LONRF3",8
"20884","LYL1",8
"20885","MAP3K3",8
"20886","MAP4K2",8
"20887","MCAM",8
"20888","MECOM",8
"20889","MEDAG",8
"20890","MEF2C",8
"20891","MMP9",8
"20892","MMRN1",8
"20893","MMRN2",8
"20894","MYCT1",8
"20895","MYL12A",8
"20896","MYOM2",8
"20897","MYZAP",8
"20898","NCKAP5L",8
"20899","NHSL2",8
"20900","NIPAL2",8
"20901","NOTCH4",8
"20902","NRG3",8
"20903","PCDH12",8
"20904","PECAM1",8
"20905","PIK3R6",8
"20906","PLSCR4",8
"20907","PLVAP",8
"20908","PLXND1",8
"20909","PPP1R16B",8
"20910","PRDM16",8
"20911","PRKG1",8
"20912","PROCR",8
"20913","PTPRM",8
"20914","RAB3C",8
"20915","RALB",8
"20916","RAMP2",8
"20917","RAMP2-AS1",8
"20918","RGS6",8
"20919","RHOJ",8
"20920","RIN3",8
"20921","ROBO4",8
"20922","RUNX1",8
"20923","S100A16",8
"20924","SAMD4A",8
"20925","SCARB2",8
"20926","SENCR",8
"20927","SHE",8
"20928","SLC32A1",8
"20929","SLC46A3",8
"20930","SOX17",8
"20931","SOX7",8
"20932","SPNS2",8
"20933","SPTAN1",8
"20934","SPTLC2",8
"20935","ST6GAL1",8
"20936","ST8SIA4",8
"20937","TACC1",8
"20938","TAL1",8
"20939","TCIRG1",8
"20940","TFPI",8
"20941","TGFBR3",8
"20942","THSD1",8
"20943","TLL1",8
"20944","TMC8",8
"20945","TMEM173",8
"20946","TMEM204",8
"20947","TMEM255B",8
"20948","TNFAIP2",8
"20949","TNFRSF1B",8
"20950","TNS2",8
"20951","TP53TG1",8
"20952","USHBP1",8
"20953","VWA5B1",8
"20954","VWF",8
"20955","XKR4",8
"20956","ABLIM3",8
"20957","ADCYAP1",8
"20958","ARHGEF15",8
"20959","ARHGEF17",8
"20960","CD109",8
"20961","CDH5",8
"20962","EDIL3",8
"20963","ESM1",8
"20964","FILIP1",8
"20965","HCLS1",8
"20966","HLX",8
"20967","ICA1",8
"20968","IFI16",8
"20969","IL16",8
"20970","KCNC4",8
"20971","LMO2",8
"20972","LYL1",8
"20973","MEF2C",8
"20974","MMP9",8
"20975","NOS3",8
"20976","PECAM1",8
"20977","PLAU",8
"20978","RGL1",8
"20979","SPNS2",8
"20980","STAT5A",8
"20981","TMC8",8
"20982","TMEM255B",8
"20983","TNN",8
"20984","AAK1",8
"20985","ACVRL1",8
"20986","AGAP3",8
"20987","AGFG2",8
"20988","ANXA4",8
"20989","AP3B2",8
"20990","ARHGAP1",8
"20991","ARHGAP27",8
"20992","ARHGEF17",8
"20993","ASCC2",8
"20994","ATP6V0A1",8
"20995","BCOR",8
"20996","CCND3",8
"20997","CFLAR",8
"20998","CMIP",8
"20999","CMTR2",8
"21000","CNIH3",8
"21001","COL4A2",8
"21002","CREB5",8
"21003","CTDSP2",8
"21004","CTSK",8
"21005","DAPK2",8
"21006","DAZAP2",8
"21007","DCHS1",8
"21008","DCLK2",8
"21009","DEPDC5",8
"21010","DKK2",8
"21011","DSCAM",8
"21012","DYSF",8
"21013","ECE1",8
"21014","EPHB4",8
"21015","ESAM",8
"21016","ESRRG",8
"21017","EVA1A",8
"21018","EXOC6",8
"21019","FAM110A",8
"21020","FAM126A",8
"21021","FAM3D",8
"21022","FAM78A",8
"21023","FAM91A1",8
"21024","FLI1",8
"21025","GMFG",8
"21026","GOLPH3L",8
"21027","GPR182",8
"21028","GRAMD1B",8
"21029","GSK3B",8
"21030","HDAC5",8
"21031","HDAC7",8
"21032","IKBKB",8
"21033","INTS3",8
"21034","IRF2",8
"21035","ITGA5",8
"21036","JAK2",8
"21037","JUNB",8
"21038","JUP",8
"21039","KANK2",8
"21040","KCNN3",8
"21041","KCTD1",8
"21042","KLF3-AS1",8
"21043","LINC00339",8
"21044","LINC00491",8
"21045","LINC00551",8
"21046","LNX1",8
"21047","LRRC29",8
"21048","LRRN3",8
"21049","LYST",8
"21050","MAF",8
"21051","MAP3K11",8
"21052","MARK4",8
"21053","MAST4",8
"21054","MCF2L",8
"21055","MEF2C",8
"21056","MEF2D",8
"21057","MYCT1",8
"21058","MYO1D",8
"21059","NCKAP5L",8
"21060","NFKB1",8
"21061","NOL4L",8
"21062","NOMO2",8
"21063","NUMB",8
"21064","OGFR",8
"21065","PAPPA2",8
"21066","PGS1",8
"21067","PLVAP",8
"21068","PPM1F",8
"21069","PPP1R16B",8
"21070","PPP1R9B",8
"21071","PTP4A3",8
"21072","PTPRE",8
"21073","PTPRM",8
"21074","PXN",8
"21075","RAMP2",8
"21076","RASAL2",8
"21077","RASGRP3",8
"21078","RASIP1",8
"21079","RASSF2",8
"21080","RHOJ",8
"21081","SEMA4C",8
"21082","SH2D3C",8
"21083","SH3PXD2A",8
"21084","SH3TC1",8
"21085","SHANK3",8
"21086","SHC1",8
"21087","SHE",8
"21088","SLC48A1",8
"21089","SLC4A5",8
"21090","SMAD7",8
"21091","SPNS2",8
"21092","SPRED2",8
"21093","STAT5B",8
"21094","TAL1",8
"21095","TANC1",8
"21096","TCF4",8
"21097","TGFBR3",8
"21098","THSD7A",8
"21099","TIE1",8
"21100","TMEM127",8
"21101","TNFAIP1",8
"21102","TNFAIP2",8
"21103","TNIP1",8
"21104","TNK2",8
"21105","TNS2",8
"21106","TOR4A",8
"21107","TRAF6",8
"21108","TRAK1",8
"21109","TRIM8",8
"21110","TRIOBP",8
"21111","TSC22D3",8
"21112","USP54",8
"21113","VASP",8
"21114","WDR45",8
"21115","YIPF4",8
"21116","ZNF496",8
"21117","ZNF513",8
"21118","ZNF646",8
"21119","ZNF720",8
"21120","A2M",8
"21121","AAK1",8
"21122","ABI3",8
"21123","ABLIM1",8
"21124","ACVRL1",8
"21125","ADAM15",8
"21126","ADD3",8
"21127","ADGRA2",8
"21128","ADGRF5",8
"21129","ADORA2A",8
"21130","AFAP1L1",8
"21131","ALPK3",8
"21132","AP1B1",8
"21133","APLN",8
"21134","ARAP3",8
"21135","ARHGAP27",8
"21136","ARHGAP31",8
"21137","ARHGDIB",8
"21138","ARHGEF1",8
"21139","ARHGEF15",8
"21140","ARHGEF17",8
"21141","ARHGEF3",8
"21142","ARPC1B",8
"21143","ARRB1",8
"21144","ASB9",8
"21145","ATP6V0A1",8
"21146","BCAR1",8
"21147","BCAR3",8
"21148","BCL2",8
"21149","BCL2L1",8
"21150","BCL6B",8
"21151","BGN",8
"21152","BIN1",8
"21153","BMF",8
"21154","BMP4",8
"21155","BTNL9",8
"21156","C17orf49",8
"21157","C1orf54",8
"21158","C1QTNF4",8
"21159","CALD1",8
"21160","CCL2",8
"21161","CD40",8
"21162","CD93",8
"21163","CDC42BPB",8
"21164","CDC42EP5",8
"21165","CDC42SE1",8
"21166","CDH13",8
"21167","CDH5",8
"21168","CLDN5",8
"21169","CLEC1A",8
"21170","CLIP2",8
"21171","CLSTN3",8
"21172","CLVS1",8
"21173","COL4A1",8
"21174","CPB1",8
"21175","CPNE5",8
"21176","CREB5",8
"21177","CREM",8
"21178","CTTNBP2",8
"21179","CYP26B1",8
"21180","DAB2",8
"21181","DAP",8
"21182","DCBLD1",8
"21183","DCHS1",8
"21184","DHRS3",8
"21185","DLC1",8
"21186","DLEU2",8
"21187","DLGAP1-AS1",8
"21188","DLL4",8
"21189","DNAJC18",8
"21190","DNASE1L3",8
"21191","DOCK6",8
"21192","DOCK9",8
"21193","DOK4",8
"21194","DYSF",8
"21195","EBF1",8
"21196","EBF2",8
"21197","EBI3",8
"21198","ECSCR",8
"21199","EDIL3",8
"21200","EFNA1",8
"21201","EGFL7",8
"21202","EHD3",8
"21203","ELK3",8
"21204","EMCN",8
"21205","ENG",8
"21206","EPHB4",8
"21207","EPS15",8
"21208","ERG",8
"21209","ESAM",8
"21210","ETS1",8
"21211","ETS2",8
"21212","ETV2",8
"21213","ETV6",8
"21214","EVA1B",8
"21215","EXOC3L1",8
"21216","EXOC6",8
"21217","F2RL2",8
"21218","FAM107B",8
"21219","FAM160B1",8
"21220","FAM184A",8
"21221","FAM78A",8
"21222","FAR2",8
"21223","FBRSL1",8
"21224","FERMT2",8
"21225","FGD5",8
"21226","FGF13",8
"21227","FHL3",8
"21228","FLI1",8
"21229","FLRT2",8
"21230","FLT1",8
"21231","FLT4",8
"21232","FMNL3",8
"21233","FRMD4B",8
"21234","FZD4",8
"21235","GAB2",8
"21236","GAB3",8
"21237","GAS2L1",8
"21238","GATA2-AS1",8
"21239","GATA3",8
"21240","GATA6",8
"21241","GDPD5",8
"21242","GIMAP4",8
"21243","GIMAP8",8
"21244","GMFG",8
"21245","GNG11",8
"21246","GOLGA3",8
"21247","GPR182",8
"21248","GPSM3",8
"21249","GRAP",8
"21250","GRB10",8
"21251","HCLS1",8
"21252","HDAC7",8
"21253","HHEX",8
"21254","HLA-E",8
"21255","HMBOX1",8
"21256","HOXB6",8
"21257","HSPG2",8
"21258","ICA1",8
"21259","ICAM1",8
"21260","ICAM3",8
"21261","IER2",8
"21262","IFI16",8
"21263","IFITM2",8
"21264","IFITM3",8
"21265","IGFBP4",8
"21266","IL11RA",8
"21267","IL16",8
"21268","IL1R1",8
"21269","IL4I1",8
"21270","IL6ST",8
"21271","INPP1",8
"21272","IQGAP2",8
"21273","IRF1",8
"21274","ITGA4",8
"21275","ITGA9",8
"21276","ITGAV",8
"21277","ITGB1",8
"21278","ITPKB",8
"21279","ITPRIPL2",8
"21280","ITSN2",8
"21281","JAK1",8
"21282","JAK3",8
"21283","JAM3",8
"21284","JOSD2",8
"21285","JPH1",8
"21286","JUP",8
"21287","KALRN",8
"21288","KCNC4",8
"21289","KCNK6",8
"21290","KCNQ1",8
"21291","KDR",8
"21292","KIAA1217",8
"21293","KLF13",8
"21294","KLF3",8
"21295","KLF3-AS1",8
"21296","KLF7",8
"21297","KLHL3",8
"21298","KLHL6",8
"21299","LAMB1",8
"21300","LAPTM5",8
"21301","LATS2",8
"21302","LDB2",8
"21303","LIFR",8
"21304","LIMCH1",8
"21305","LIMK2",8
"21306","LIMS1",8
"21307","LINC00909",8
"21308","LINC00924",8
"21309","LINC01483",8
"21310","LMO2",8
"21311","LRP11",8
"21312","LRRC32",8
"21313","LYL1",8
"21314","LYN",8
"21315","LZTR1",8
"21316","MAF",8
"21317","MAGED2",8
"21318","MAP4K2",8
"21319","MARK4",8
"21320","MAST4",8
"21321","MBNL2",8
"21322","MCTS1",8
"21323","MDGA2",8
"21324","MECOM",8
"21325","MEF2C",8
"21326","MEF2C-AS1",8
"21327","MEF2D",8
"21328","METTL24",8
"21329","MEX3B",8
"21330","MICAL2",8
"21331","MICALL1",8
"21332","MIR4435-2HG",8
"21333","MIR99AHG",8
"21334","MMRN1",8
"21335","MMRN2",8
"21336","MRC1",8
"21337","MSL3",8
"21338","MSN",8
"21339","MTMR12",8
"21340","MTRF1L",8
"21341","MTUS1",8
"21342","MYCT1",8
"21343","MYH9",8
"21344","MYO18A",8
"21345","MYO1C",8
"21346","NAALAD2",8
